"","prolific_id","Session","bonus"
"1","594fc4afd3a26200014dce0e",1,"0.75"
"2","594fc4afd3a26200014dce0e",2,"0.75"
"3","59d3ef2c078dbe000195117f",1,"0.75"
"4","59d3ef2c078dbe000195117f",2,"0.75"
"5","5a8b49d917ef35000170b814",1,"0.75"
"6","5a8b49d917ef35000170b814",2,"0.75"
"7","5ae5db897edeb000014a85ee",1,"0.75"
"8","5ae5db897edeb000014a85ee",2,"0.75"
"9","5aeac20931a2fb00013cd72e",1,"0.75"
"10","5aeac20931a2fb00013cd72e",2,"0.75"
"11","5b62f401c7e8a900018d7e99",1,"0.75"
"12","5b62f401c7e8a900018d7e99",2,"0.75"
"13","5b930339301eda0001ba2446",1,"0.75"
"14","5b930339301eda0001ba2446",2,"0.75"
"15","5be3252a2dedc30001869bf8",1,"0.75"
"16","5be3252a2dedc30001869bf8",2,"0.50"
"17","5bf05acc635b780001c8d070",1,"0.75"
"18","5bf05acc635b780001c8d070",2,"0.75"
"19","5bf146203941490001fd45d1",1,"0.75"
"20","5bf146203941490001fd45d1",2,"0.75"
"21","5bf5ba787ac3710001c47193",1,"0.75"
"22","5bf5ba787ac3710001c47193",2,"0.75"
"23","5c1f694cce8ff10001aa3e0b",1,"0.75"
"24","5c1f694cce8ff10001aa3e0b",2,"0.75"
"25","5c38d25078687a0001db8633",1,"0.75"
"26","5c38d25078687a0001db8633",2,"0.75"
"27","5c5b333a2b7de10001b78759",1,"0.75"
"28","5c5b333a2b7de10001b78759",2,"0.75"
"29","5c61bfabd1c24d0001638dbb",1,"0.75"
"30","5c61bfabd1c24d0001638dbb",2,"0.75"
"31","5c66cc2942faef00012849c7",1,"0.75"
"32","5c7d8138896a0b00011c2f5d",1,"0.75"
"33","5c7d8138896a0b00011c2f5d",2,"0.50"
"34","5ca362775120ef0015c18c2b",1,"0.75"
"35","5cb72e7625f45e0017c31287",1,"0.75"
"36","5cb72e7625f45e0017c31287",2,"0.75"
"37","5ce71321a6f1d5001a4b6ec3",1,"0.75"
"38","5ce71321a6f1d5001a4b6ec3",2,"0.75"
"39","5cf9179b8c98dc0001d5a431",1,"0.75"
"40","5cf9179b8c98dc0001d5a431",2,"0.75"
"41","5d0be24e352d630017a643be",1,"0.75"
"42","5d0be24e352d630017a643be",2,"0.75"
"43","5d1b4223bafe26001ec6ae62",1,"0.75"
"44","5d1b4223bafe26001ec6ae62",2,"0.75"
"45","5d38458be8f012001584ff5d",1,"0.75"
"46","5d38458be8f012001584ff5d",2,"0.75"
"47","5d5945a140d6260001b28a12",1,"0.75"
"48","5d5945a140d6260001b28a12",2,"0.50"
"49","5d7374ab99bf5b0018864719",1,"0.75"
"50","5d7374ab99bf5b0018864719",2,"0.75"
"51","5d7df958cb6cf00001399929",1,"0.75"
"52","5d7df958cb6cf00001399929",2,"0.75"
"53","5d80f06ec7470f0001e8464c",1,"0.75"
"54","5d80f06ec7470f0001e8464c",2,"0.75"
"55","5d97bf1cfaa2860015b165a6",1,"0.75"
"56","5d97bf1cfaa2860015b165a6",2,"0.75"
"57","5da2190cd214ae001611703d",1,"0.75"
"58","5da2190cd214ae001611703d",2,"0.75"
"59","5da867d0b56fb70012271761",1,"0.75"
"60","5da867d0b56fb70012271761",2,"0.75"
"61","5daae19f8a06b60016d1bc32",1,"0.75"
"62","5daae19f8a06b60016d1bc32",2,"0.75"
"63","5ddd31af535a71c88666e7e2",1,"0.75"
"64","5ddd31af535a71c88666e7e2",2,"0.75"
"65","5de2b59d8fde1c2eb47f92d8",1,"0.75"
"66","5de2b59d8fde1c2eb47f92d8",2,"0.75"
"67","5debae6c7aeafe29c43806f6",1,"0.75"
"68","5debae6c7aeafe29c43806f6",2,"0.75"
"69","5df50a49a98a7a3924e4137e",1,"0.75"
"70","5df50a49a98a7a3924e4137e",2,"0.75"
"71","5e482f13410cd9000bc937bb",1,"0.75"
"72","5e482f13410cd9000bc937bb",2,"0.75"
"73","5e57a0020c3c6a14a1624031",1,"0.75"
"74","5e57a0020c3c6a14a1624031",2,"0.75"
"75","5e677f1ad40a4901785aae24",1,"0.75"
"76","5e677f1ad40a4901785aae24",2,"0.75"
"77","5e6aa10ea20e4705134f8b2e",1,"0.75"
"78","5e6aa10ea20e4705134f8b2e",2,"0.75"
"79","5e6e1cdb47b4423c29b7ce9a",1,"0.75"
"80","5e6e1cdb47b4423c29b7ce9a",2,"0.75"
"81","5e7c4f45455902295048ffb6",1,"0.75"
"82","5e7c4f45455902295048ffb6",2,"0.75"
"83","5e7df5b7e28dab48b27cee4c",1,"0.75"
"84","5e7df5b7e28dab48b27cee4c",2,"0.75"
"85","5e7f76cf000e7064c43cc84a",1,"0.75"
"86","5e7f76cf000e7064c43cc84a",2,"0.75"
"87","5e81f1cfded6d38f01e3d71a",1,"0.75"
"88","5e81f1cfded6d38f01e3d71a",2,"0.75"
"89","5e830b929f2ed2018ec42099",1,"0.75"
"90","5e830b929f2ed2018ec42099",2,"0.75"
"91","5e83b64a71c78f0d979f1896",1,"0.75"
"92","5e83b64a71c78f0d979f1896",2,"0.75"
"93","5e8783b0fde5153fbd9dca43",2,"0.75"
"94","5e8841967a40f54adc0c0c59",1,"0.75"
"95","5e8841967a40f54adc0c0c59",2,"0.75"
"96","5e8a23a93fe46b01cec2cbfd",1,"0.75"
"97","5e8a23a93fe46b01cec2cbfd",2,"0.75"
"98","5e97018fc5a84918ec899112",1,"0.75"
"99","5e97018fc5a84918ec899112",2,"0.75"
"100","5e99ceb77e5c4b0416ebf946",1,"0.75"
"101","5e99ceb77e5c4b0416ebf946",2,"0.75"
"102","5e9b22568e59f501f051752e",1,"0.75"
"103","5e9b22568e59f501f051752e",2,"0.75"
"104","5e9d726e9a804b02ab2763df",1,"0.75"
"105","5e9d726e9a804b02ab2763df",2,"0.75"
"106","5ea4b5bc461d1047e88a9d64",1,"0.75"
"107","5ea4b5bc461d1047e88a9d64",2,"0.75"
"108","5ea66d70b8b1aa67d638b824",1,"0.75"
"109","5ea66d70b8b1aa67d638b824",2,"0.75"
"110","5ea84c88ea131626bbcc6dbf",1,"0.75"
"111","5ea84c88ea131626bbcc6dbf",2,"0.75"
"112","5ea93d40fb690101aa21e97a",1,"0.75"
"113","5ea93d40fb690101aa21e97a",2,"0.75"
"114","5ead68a50869fc3ed4190f39",1,"0.75"
"115","5ead68a50869fc3ed4190f39",2,"0.75"
"116","5eb3e344905f501db9064a52",2,"0.75"
"117","5eb808652d0c3773cc2577e9",1,"0.75"
"118","5eb808652d0c3773cc2577e9",2,"0.75"
"119","5eb9771c9b027b0647f16329",1,"0.50"
"120","5ebbdb5661918a0469093fb9",1,"0.75"
"121","5ebd3bbcecfc7d00085d0f9e",1,"0.75"
"122","5ebd3bbcecfc7d00085d0f9e",2,"0.75"
"123","5ec57530f348315719a6777f",1,"0.75"
"124","5ec57530f348315719a6777f",2,"0.75"
"125","5ec66938dab5740239677741",1,"0.75"
"126","5ec66938dab5740239677741",2,"0.75"
"127","5ec6d41aa9dc4010c6d9d249",1,"0.75"
"128","5ec6d41aa9dc4010c6d9d249",2,"0.75"
"129","5ecabb59401c3505e1c99513",1,"0.75"
"130","5ecabb59401c3505e1c99513",2,"0.75"
"131","5ecbb4c00bc62403dae2df59",1,"0.75"
"132","5ecbb4c00bc62403dae2df59",2,"0.75"
"133","5ece947349832e0bcb9852d9",1,"0.75"
"134","5ece947349832e0bcb9852d9",2,"0.75"
"135","5ed24c6634a20303a5ef5bd4",1,"0.75"
"136","5ed24c6634a20303a5ef5bd4",2,"0.75"
"137","5ed66c8840591e08bf3dc83b",1,"0.75"
"138","5ed66c8840591e08bf3dc83b",2,"0.75"
"139","5ed9f9d050d9be5b5261861f",1,"0.75"
"140","5ed9f9d050d9be5b5261861f",2,"0.50"
"141","5edeef385ae5f81a082be62a",1,"0.75"
"142","5edeef385ae5f81a082be62a",2,"0.75"
"143","5ee103557cbf1a4a7cb5167f",1,"0.75"
"144","5ee1cf986f6573201fa06a24",1,"0.75"
"145","5ee1cf986f6573201fa06a24",2,"0.75"
"146","5ee222b0470fa72a18c1cc02",1,"0.75"
"147","5ee222b0470fa72a18c1cc02",2,"0.75"
"148","5ee354b51f4898000831028d",1,"0.75"
"149","5ee354b51f4898000831028d",2,"0.75"
"150","5ee7bc5079ca99085e85f0ff",1,"0.75"
"151","5ee7bc5079ca99085e85f0ff",2,"0.75"
"152","5ee8ceb850ff321f9c977c5c",1,"0.75"
"153","5ee8ceb850ff321f9c977c5c",2,"0.75"
"154","5ee9ee23cf5da7000aaec837",1,"0.75"
"155","5ee9ee23cf5da7000aaec837",2,"0.75"
"156","5eea0a3d61ca08000a56b912",1,"0.75"
"157","5eea0a3d61ca08000a56b912",2,"0.75"
"158","5eeb3879a497fe025cc4050b",1,"0.75"
"159","5eeb3879a497fe025cc4050b",2,"0.75"
"160","5eee042737a90c2596179309",1,"0.75"
"161","5eee042737a90c2596179309",2,"0.75"
"162","5eef3e69f1679801ea55a734",1,"0.75"
"163","5eef3e69f1679801ea55a734",2,"0.75"
"164","5eef5f7a9b6bd30c1ac42fb8",1,"0.75"
"165","5eef5f7a9b6bd30c1ac42fb8",2,"0.75"
"166","5eefb6ecc9e3c81363bc53f5",1,"0.75"
"167","5eefb6ecc9e3c81363bc53f5",2,"0.75"
"168","5ef212414a410701dbc72427",1,"0.75"
"169","5ef212414a410701dbc72427",2,"0.75"
"170","5ef5f63c7aa58727ac4f8588",1,"0.75"
"171","5ef5f63c7aa58727ac4f8588",2,"0.75"
"172","5ef9a3f085fd347438975462",1,"0.75"
"173","5ef9a3f085fd347438975462",2,"0.75"
"174","5efb11b64187a502399fdfc3",1,"0.75"
"175","5efb11b64187a502399fdfc3",2,"0.75"
"176","5efb7d2e8ded9d0e5473db8b",1,"0.75"
"177","5efb7d2e8ded9d0e5473db8b",2,"0.75"
"178","5efd9ae7f2b3b61fb38f8dc2",1,"0.75"
"179","5efd9ae7f2b3b61fb38f8dc2",2,"0.75"
"180","5f0235be5d417d0dfb3ebc29",1,"0.75"
"181","5f0235be5d417d0dfb3ebc29",2,"0.75"
"182","5f03759a33e5d656f069b615",1,"0.75"
"183","5f03759a33e5d656f069b615",2,"0.75"
"184","5f063482f060ae17e2102a81",1,"0.75"
"185","5f063482f060ae17e2102a81",2,"0.75"
"186","5f06d3c83dd59d000c650771",1,"0.75"
"187","5f06d3c83dd59d000c650771",2,"0.75"
"188","5f073c1625a90f2f8cbc4a89",1,"0.50"
"189","5f073c1625a90f2f8cbc4a89",2,"0.75"
"190","5f07601a8515d13515268f96",1,"0.75"
"191","5f07601a8515d13515268f96",2,"0.75"
"192","5f0991ea14af2601d61e51b6",1,"0.75"
"193","5f0991ea14af2601d61e51b6",2,"0.75"
"194","5f0ae85ed1a1d801cf4e8106",1,"0.75"
"195","5f0ae85ed1a1d801cf4e8106",2,"0.75"
"196","5f0b1c7cd0a626070724d588",1,"0.75"
"197","5f0b1c7cd0a626070724d588",2,"0.50"
"198","5f11f6c7099eee0008bb4d30",1,"0.75"
"199","5f15f619399eaf744fe91aaa",1,"0.75"
"200","5f15f619399eaf744fe91aaa",2,"0.75"
"201","5f1ac6ebfe31fc2084e6c3c8",1,"0.75"
"202","5f1ac6ebfe31fc2084e6c3c8",2,"0.75"
"203","5f2126156cdf010008555138",1,"0.75"
"204","5f212a5e1723a92850cb6061",1,"0.75"
"205","5f212a5e1723a92850cb6061",2,"0.75"
"206","5f2139c605b3e94afa55476a",1,"0.75"
"207","5f2139c605b3e94afa55476a",2,"0.75"
"208","5f21ee6df7e345654b3ea7c6",1,"0.75"
"209","5f21ee6df7e345654b3ea7c6",2,"0.75"
"210","5f22fcf01102fd05216eda65",1,"0.75"
"211","5f246fce25a82404804e5835",1,"0.75"
"212","5f246fce25a82404804e5835",2,"0.75"
"213","5f27f9f7119cde0008a93be7",1,"0.75"
"214","5f27f9f7119cde0008a93be7",2,"0.75"
"215","5f28196752b92a0a83d7a9db",1,"0.75"
"216","5f28196752b92a0a83d7a9db",2,"0.75"
"217","5f2ff56fead80705e5a981ec",1,"0.75"
"218","5f2ff56fead80705e5a981ec",2,"0.75"
"219","5f3077986a37984e5af7d994",1,"0.75"
"220","5f3077986a37984e5af7d994",2,"0.75"
"221","5f343de4d0c07630b7f90b92",1,"0.75"
"222","5f343de4d0c07630b7f90b92",2,"0.75"
"223","5f3a84149afb5d69102176af",1,"0.75"
"224","5f3a84149afb5d69102176af",2,"0.75"
"225","5f3e6e0d4a65a7071650e28d",1,"0.75"
"226","5f3e6e0d4a65a7071650e28d",2,"0.75"
"227","5f3e9334f8e5140d80af289d",1,"0.75"
"228","5f3e9334f8e5140d80af289d",2,"0.75"
"229","5f4166fc0af67010542f3ca5",1,"0.75"
"230","5f4166fc0af67010542f3ca5",2,"0.75"
"231","5f454c54c0d03a0fbf884f9b",1,"0.75"
"232","5f454c54c0d03a0fbf884f9b",2,"0.75"
"233","5f4a2311fca470597144e1f9",1,"0.75"
"234","5f4a2311fca470597144e1f9",2,"0.75"
"235","5f4d01611d9c469446cfa41a",1,"0.75"
"236","5f4d01611d9c469446cfa41a",2,"0.50"
"237","5f4d9fd95fe13b0367cf7b32",1,"0.75"
"238","5f52709068e37c52492decd4",1,"0.75"
"239","5f52709068e37c52492decd4",2,"0.75"
"240","5f5503435d41a489068ff50b",1,"0.75"
"241","5f5503435d41a489068ff50b",2,"0.75"
"242","5f587ff0800ba33eff727cff",1,"0.75"
"243","5f587ff0800ba33eff727cff",2,"0.75"
"244","5f590a019792910f88c687f1",1,"0.75"
"245","5f590a019792910f88c687f1",2,"0.75"
"246","5f5fa571f483e902e0b7942d",1,"0.50"
"247","5f6285720560ae1db06d599a",1,"0.75"
"248","5f6285720560ae1db06d599a",2,"0.75"
"249","5f6318fbbfaddb3c293e6236",1,"0.75"
"250","5f6318fbbfaddb3c293e6236",2,"0.75"
"251","5f635a1d2cba5f000b9afc85",1,"0.75"
"252","5f635a1d2cba5f000b9afc85",2,"0.75"
"253","5f636c7645f61e036f74ccbf",1,"0.75"
"254","5f636c7645f61e036f74ccbf",2,"0.75"
"255","5f63a819498cac0cf23935d1",1,"0.75"
"256","5f63e775ae524a1543202193",1,"0.75"
"257","5f651423bda63f030f6d87aa",1,"0.75"
"258","5f651423bda63f030f6d87aa",2,"0.75"
"259","5f6b011c82e9cd1da0175fbf",1,"0.75"
"260","5f6b011c82e9cd1da0175fbf",2,"0.75"
"261","5f6cc211062b6e0c529ffcbe",1,"0.75"
"262","5f6cc211062b6e0c529ffcbe",2,"0.50"
"263","5f6e713d08a4a53c6bfd8c5e",1,"0.75"
"264","5f6e713d08a4a53c6bfd8c5e",2,"0.75"
"265","5f723b778db9011526601def",2,"0.50"
"266","5f72d2b7b70fa021b221ebbb",1,"0.75"
"267","5f72d2b7b70fa021b221ebbb",2,"0.75"
"268","5f732dc2e3307c069b83df39",1,"0.75"
"269","5f732dc2e3307c069b83df39",2,"0.75"
"270","5f746ebecf8f02000adbad63",1,"0.75"
"271","5f746ebecf8f02000adbad63",2,"0.75"
"272","5f75ec4da3ac742c4e865961",1,"0.75"
"273","5f75ec4da3ac742c4e865961",2,"0.75"
"274","5f7c7f16778fde09b5ecedaa",1,"0.75"
"275","5f7c7f16778fde09b5ecedaa",2,"0.75"
"276","5f7f7cb6e820a4134ee3edb2",1,"0.75"
"277","5f7f7cb6e820a4134ee3edb2",2,"0.75"
"278","5f83287b8d1db7469ebc53f3",1,"0.75"
"279","5f83287b8d1db7469ebc53f3",2,"0.75"
"280","5f842f8968ad9b03a1bef042",1,"0.75"
"281","5f842f8968ad9b03a1bef042",2,"0.75"
"282","5f8472685956c40c720d0936",1,"0.75"
"283","5f8472685956c40c720d0936",2,"0.75"
"284","5f85a15c5c66ef021123a98d",1,"0.75"
"285","5f85a15c5c66ef021123a98d",2,"0.75"
"286","5f907b2db259b6143a6659ba",1,"0.75"
"287","5f907b2db259b6143a6659ba",2,"0.75"
"288","5f92c636ad0a5e0842068ab6",1,"0.75"
"289","5f92c636ad0a5e0842068ab6",2,"0.75"
"290","5f95967b97a3ae074be7485a",1,"0.75"
"291","5f95967b97a3ae074be7485a",2,"0.75"
"292","5f9705923dc522060d67e9a0",1,"0.75"
"293","5f9705923dc522060d67e9a0",2,"0.75"
"294","5f9802a1306ea3045e8c0b43",1,"0.75"
"295","5f9802a1306ea3045e8c0b43",2,"0.75"
"296","5f983cb10133ea0caba52342",1,"0.75"
"297","5f983cb10133ea0caba52342",2,"0.75"
"298","5f9acb13135e3821ce11a45e",1,"0.75"
"299","5f9acb13135e3821ce11a45e",2,"0.75"
"300","5f9bfbae0517c60102da9e57",1,"0.75"
"301","5f9bfbae0517c60102da9e57",2,"0.75"
"302","5f9c54c3ea7f960d52c2c1d0",1,"0.75"
"303","5f9c54c3ea7f960d52c2c1d0",2,"0.75"
"304","5f9eeebb30a3e74d62bd808a",1,"0.75"
"305","5f9eeebb30a3e74d62bd808a",2,"0.75"
"306","5fa02ce716691205a90d987c",1,"0.75"
"307","5fa02ce716691205a90d987c",2,"0.75"
"308","5fa0829da499850e740baa36",1,"0.75"
"309","5fa0829da499850e740baa36",2,"0.75"
"310","5fa18c4a48882016b4b143f7",1,"0.75"
"311","5fa18c4a48882016b4b143f7",2,"0.75"
"312","5fa3de193078fb024c4bbff9",1,"0.75"
"313","5fa458b62713510a43fa06a6",1,"0.75"
"314","5fa458b62713510a43fa06a6",2,"0.75"
"315","5fa52c420140081ec3044685",1,"0.75"
"316","5fa52c420140081ec3044685",2,"0.75"
"317","5fa548464d75e0232275d55e",1,"0.75"
"318","5fa548464d75e0232275d55e",2,"0.75"
"319","5fa95cb2215d7c0ae4538369",1,"0.75"
"320","5fa95cb2215d7c0ae4538369",2,"0.75"
"321","5faa77a894b02a3893aba0f3",1,"0.75"
"322","5faa77a894b02a3893aba0f3",2,"0.75"
"323","5fac47187dfda11d948deef7",1,"0.75"
"324","5fac47187dfda11d948deef7",2,"0.75"
"325","5fad5a0eca452a0601650ca0",1,"0.75"
"326","5fad5a0eca452a0601650ca0",2,"0.75"
